title,condition,price,sold_date,num_bids,buy_it_now,best_offer
Oakley Monster Dog Matte Black Made In USA Generation 1 Rare Sunglasses,Pre-Owned,$100.00,"Sold  Nov 6, 2023Sold Item",,Yes,No
Oakley M frame heater,Pre-Owned,$110.00,"Sold  Nov 6, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike Array - Clear And Grey Lenses - Hard Case,Brand New,$70.00,"Sold  Nov 6, 2023Sold Item",,No,Yes
Oakley M2 FRAME XL polished black/grey OO9343-01 sunglasses NEW IN BOX!,Brand New,$74.99,"Sold  Nov 6, 2023Sold Item",1 bid,No,No
Oakley M2 Frame XL Sunglasses OO9343-05 Polished White Frame Fire Iridium Lenses,Brand New,$109.99,"Sold  Nov 6, 2023Sold Item",,Yes,No
NEW USMC OAKLEY SI Ballistic Sun Glasses M Frame 2.0 Array Strike Clear & Gray,New (Other),$67.99,"Sold  Nov 6, 2023Sold Item",,Yes,No
Oakley M Frame Matte Black G30 Iridium Sweep Vented Golf Mumbo Gen 2 RARE,Pre-Owned,$179.99,"Sold  Nov 6, 2023Sold Item",,Yes,No
Oakley M Frame Z87 Clear Strike Lens - MINT,Pre-Owned,$29.99,"Sold  Nov 6, 2023Sold Item",,Yes,No
Shop on eBay,Brand New,$20.00,,,Yes,No
Galaxy Replacement Lens Oakley Si Ballistic M Frame 3.0 Z87 H.D Pink Color,New (Other),$8.55,"Sold  Nov 5, 2023Sold Item",,Yes,No
custom Oakley M2 Frame 009343-1945 Men's Black Frame Polarized Lens Sunglasses,Pre-Owned,$40.00,"Sold  Nov 5, 2023Sold Item",19 bids,No,No
"Oakley SI Ballistic M Frame 3 Lenses Black Sunglasses, Clear Safety & Shooting",Pre-Owned,$109.99,"Sold  Nov 5, 2023Sold Item",,Yes,No
Oakley M-Frame Olive Green Frame Black Polarized Lenses Sunglasses - Great Cond,Pre-Owned,$94.99,"Sold  Nov 5, 2023Sold Item",,No,Yes
OAKLEY M FRAME SUNGLASSES BLACK FRAME/ UNHINGED  FREE SHIP,Pre-Owned,$49.95,"Sold  Nov 5, 2023Sold Item",,Yes,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Black/Clear,Brand New,$71.00,"Sold  Nov 5, 2023Sold Item",5 bids,No,No
Scratched - Blue OAKLEY M FRAME Strike Lenses Only! OEM,Pre-Owned,$12.00,"Sold  Nov 4, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame Alpha Terrain Tan with Prizm Grey Lens OO9296-1744,Pre-Owned,$99.99,"Sold  Nov 4, 2023Sold Item",,Yes,No
OAKLEY M FRAME Taupe Vented Lenses Luxury Sport Mens Sunglasses Made In USA,Pre-Owned,$80.00,"Sold  Nov 4, 2023Sold Item",,No,Yes
oakley sunglasses m2 frame,Pre-Owned,$54.00,"Sold  Nov 4, 2023Sold Item",10 bids,No,No
New Walleva Purple Earsocks For Oakley M Frame Sunglasses,Brand New,$6.99,"Sold  Nov 4, 2023Sold Item",,Yes,No
"OAKLEY M 2 M2 Frame® XL Prizm Ruby Lenses, Navy Frame Sunglasses oo9343-1245 121",Pre-Owned,$70.00,"Sold  Nov 4, 2023Sold Item",2 bids,No,No
Oakley M2 Frame Silver Size M Universal Fit Fire Iridium 9212-04• Pristine,Pre-Owned,$60.00,"Sold  Nov 4, 2023Sold Item",11 bids,No,No
Oakley Men's M-Frame Sunglasses - Black Size Large Case (Mark),Pre-Owned,$54.95,"Sold  Nov 4, 2023Sold Item",,Yes,No
Oakley M2 Frame 009343-1945 Men's Black Frame Polarized Lens Sunglasses,Pre-Owned,$87.00,"Sold  Nov 4, 2023Sold Item",32 bids,No,No
Oakley M2 Frame Gray Black Half Rim Shield Wrap Sunglasses Brown Lens 130 Sports,Pre-Owned,$64.99,"Sold  Nov 4, 2023Sold Item",,Yes,No
New Walleva Green Earsocks + Gray Nosepads For Oakley M Frame Sunglasses,Brand New,$10.98,"Sold  Nov 4, 2023Sold Item",,Yes,No
Oakley M Frame Black Frame Smoke / Gray Lens Vfine Free ship,Pre-Owned,$75.00,"Sold  Nov 4, 2023Sold Item",,Yes,No
[OO9146-50] Mens Oakley Standard Issue SI Ballistic M Frame 3.0 Z87.1 EN166 Sung,Brand New,$99.99,"Sold  Nov 3, 2023Sold Item",,Yes,No
Oakley M Frame VR50 Iridium Sweep Lens - MINT,Pre-Owned,$69.99,"Sold  Nov 3, 2023Sold Item",,No,Yes
Oakley Standard issue SI Ballistic M Frame 2.0 Z87 Black Grey Sunglasses,Pre-Owned,$60.00,"Sold  Nov 3, 2023Sold Item",39 bids,No,No
Oakley M frame BLACK SUNGLASSES IN CASE MADE IN THE USA REMOVABLE LENS,Pre-Owned,$128.99,"Sold  Nov 3, 2023Sold Item",,No,Yes
Galaxy Nose Pads + Ear Socks Rubber Kits For Oakley M2 Frame XL Sunglasses Black,New (Other),$8.79,"Sold  Nov 3, 2023Sold Item",,Yes,No
New WL Polarized Transition/Photochromic Vented Lenses 4 Oakley M Frame Strike,Brand New,$39.99,"Sold  Nov 3, 2023Sold Item",,Yes,No
NEW OAKLEY MAGNESIUM M FRAME VENTED BLACK IRIDIUM HYBRID S REPLACEMENT LENS MINT,New (Other),$180.00,"Sold  Nov 3, 2023Sold Item",,Yes,No
Oakley M Frame Black Sport Wrap Designer Sunglassses Polarized USA,Pre-Owned,$70.00,"Sold  Nov 3, 2023Sold Item",1 bid,No,No
Vintage Oakley M Frame Sunglasses Gold X Glasses 90s Y2K Tiger Stripe,Pre-Owned,$161.99,"Sold  Nov 2, 2023Sold Item",,Yes,No
*USED* Oakley OO9343 M2 Plastic Frame XL Men Sunglasses,Pre-Owned,$65.00,"Sold  Nov 2, 2023Sold Item",,Yes,No
Oakley New KATO Sunglasses OO9455M-0249 Polished Black Frame W/ PRIZM 24K Lens,Brand New,$199.95,"Sold  Nov 2, 2023Sold Item",,No,Yes
Oakley SI Ballistic M Frame Men's Rectangle Sunglasses - Black and Clear,New (Other),$100.00,"Sold  Nov 2, 2023Sold Item",,Yes,No
Oakley M Frame Black Gray Sweep Replacement Lens OEM 2006 Excellent Condition,Pre-Owned,$34.99,"Sold  Nov 2, 2023Sold Item",,Yes,No
Oakley M2 Frame Sunglasses OO9212-0139 Polished Black W/ Black Iridium Lens,Brand New,$89.99,"Sold  Nov 2, 2023Sold Item",,Yes,No
Oakley Men's M Frame 2.0 Hybrid Array Glasses - Matte Black/Clear,New (Other),$80.00,"Sold  Nov 2, 2023Sold Item",,Yes,No
Oakley M2 Frame® XL Black with Grey Lenses,Pre-Owned,$79.00,"Sold  Nov 2, 2023Sold Item",,No,Yes
Oakley 11162 Men's M-Frame Sunglasses - Black *Pre-owned* FREE SHIPPING,Pre-Owned,$69.99,"Sold  Nov 2, 2023Sold Item",,Yes,No
Oakley Sunglasses SI M Frame Bone Grey TR22 OO9146-05,Brand New,$126.14,"Sold  Nov 2, 2023Sold Item",,Yes,No
Oakley SI Ball M-Frame 3.0 (MCEPS Class 1) 009146-21,Brand New,$85.00,"Sold  Oct 31, 2023Sold Item",,Yes,No
New Oakley M2 Frame XL Sunglasses 009343-21 Polished Black PRIZM Sapphire Lens,Brand New,$90.00,"Sold  Nov 2, 2023Sold Item",,Yes,No
Oakley Sunglasses,New (Other),$121.47,"Sold  Nov 2, 2023Sold Item",1 bid,No,No
Oakley M Frame/M Frame Pro Persimmon Hybrid Gen 2 Lens - Excellent,Pre-Owned,$70.00,"Sold  Nov 1, 2023Sold Item",,No,Yes
New Oakley Nose Piece Nose Pad For M2 Frame OO9212 OEM Black,Brand New,$25.00,"Sold  Nov 1, 2023Sold Item",,Yes,No
Oakley M Frame Pro M Frame Hybrid G30 Iridium Replacement Lens NEW MINT VINTAGE,New (Other),$128.00,"Sold  Nov 1, 2023Sold Item",,Yes,No
Oakley M Frame Persimmon Sweep Lens - MINT,Pre-Owned,$39.99,"Sold  Nov 1, 2023Sold Item",,Yes,No
Galaxy Nose Pads Rubber Kits For Oakley M2 Frame Sunglasses Red Color,New (Other),$4.95,"Sold  Nov 1, 2023Sold Item",,Yes,No
Oakley Black Si Ballistic M Frame 2.0,Pre-Owned,$45.99,"Sold  Nov 1, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike Array Frame Black Lense Clear Grey 11-138,Brand New,$84.99,"Sold  Oct 12, 2023Sold Item",,Yes,No
Genuine Oakley Men's OO9343 M2 Frame XL Polarized Sunglasses Matte Black/Prizm,Brand New,$175.00,"Sold  Oct 31, 2023Sold Item",,Yes,No
Oakley M frames sunglasses with amber lenses black bows case,Pre-Owned,$50.00,"Sold  Oct 31, 2023Sold Item",,No,Yes
Oakley M Frame Livestrong Sunglasses - Black Iridium Hybrid S - VERY NICE,Pre-Owned,$179.99,"Sold  Oct 31, 2023Sold Item",,Yes,No
READ! Oakley M2 Polished Black Frames Only!,Pre-Owned,$49.99,"Sold  Oct 31, 2023Sold Item",,Yes,No
Scratched - Fire Iridium OAKLEY M FRAME Fire Iridium Strike Lenses Only! OEM,Pre-Owned,$17.99,"Sold  Oct 31, 2023Sold Item",,Yes,No
Oakley M Frame Red Frame Purple/Red Iridium Lens Sunglasses,Pre-Owned,$104.49,"Sold  Oct 31, 2023Sold Item",21 bids,No,No
Oakley KATO Sunglasses Cavendish White Frame W/ PRIZM 24K Lens 0OO9455M,Brand New,$190.00,"Sold  Oct 31, 2023Sold Item",,Yes,No
OAKLEY M FRAME GOLD SUNGLASSES Black /Gold Camo w/ Gold Iridium Sweep Lens,Pre-Owned,$67.00,"Sold  Oct 31, 2023Sold Item",11 bids,No,No
"OAKLEY SI BALLISTIC M-FRAME 2.0 SUNGLASSES AND SI BALLISTIC  GOGGLES ,USASOC KIT",Brand New,$339.99,"Sold  Oct 31, 2023Sold Item",,No,Yes
Oakley Pro M Frame Golf Jet Black (Sweep Vented) / G30 Iridium 06-987 from 1997,Pre-Owned,$79.00,"Sold  Oct 31, 2023Sold Item",1 bid,No,No
NEW USMC OAKLEY SI Ballistic Sun Glasses M Frame 2.0 Array Strike Clear & Gray,New (Other),$67.99,"Sold  Oct 31, 2023Sold Item",,No,Yes
Oakley SI Ballistic M Frame Alpha Coyote Frame + 2 Lenses - Awesome!,Pre-Owned,$119.00,"Sold  Oct 31, 2023Sold Item",1 bid,No,Yes
Oakley M2 Frame Silver Size M Universal Fit Fire Iridium 9212-04 Barely Used,Pre-Owned,$59.00,"Sold  Oct 31, 2023Sold Item",1 bid,No,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Black/Clear,Brand New,$71.00,"Sold  Oct 30, 2023Sold Item",8 bids,No,No
Shop on eBay,Brand New,$20.00,,,Yes,No
Oakley SI M Frame Ballistic Apel Approved 2.0 Strike Gray Clear,New (Other),$89.99,"Sold  Oct 30, 2023Sold Item",,Yes,No
OAKLEY SI BALLISTIC M FRAME 09296 ALPHA TERRAIN TAN SUNGLASSES NEW,New (Other),$125.00,"Sold  Oct 30, 2023Sold Item",,Yes,No
Oakley Sunglasses M Frame Crystal Red/ Gray Rare!! VGC!!!,New (Other),$179.00,"Sold  Oct 30, 2023Sold Item",,Yes,No
OAKLEY U.S. Military Recommended SI Series M Frame 2.0 Military Sunglasses,Pre-Owned,$108.00,"Sold  Oct 29, 2023Sold Item",,No,Yes
Galaxy Replacement Lenses For Oakley M 2 Frame XL Photochromic Transition,New (Other),$10.15,"Sold  Oct 29, 2023Sold Item",,Yes,No
Oakley M Frame Gold Mine w/ Hybrid + Red Iridium Sunglasses,New (Other),$165.50,"Sold  Oct 29, 2023Sold Item",12 bids,No,No
OAKLEY M FRAME SUNGLASSES BLACK FRAME,Pre-Owned,$51.00,"Sold  Oct 29, 2023Sold Item",6 bids,No,No
Sunglasses Oakley Si Ballistic M Frame Alpha Mat Black Prizm TR22 OO9146-19,Brand New,$100.00,"Sold  Oct 29, 2023Sold Item",,Yes,No
AUTHENTIC OAKLEY M FRAME LANCE ARMSTRONG EDITION SUNGLASSES FRAMES ONLY USA,Pre-Owned,$117.50,"Sold  Oct 29, 2023Sold Item",25 bids,No,No
OAKLEY M FRAME SUNGLASSES BLUE FRAME BROWN LENS WITH CASE,Pre-Owned,$61.00,"Sold  Oct 29, 2023Sold Item",2 bids,No,No
Oakley M Frame Black Frame Gold Logo Brown Iridium Lens Sunglasses VTG 1990s,Pre-Owned,$75.00,"Sold  Oct 29, 2023Sold Item",1 bid,No,No
Oakley SI Ballistic M Frame 2.0 Strike Array - Clear And Grey Lenses - Hard Case,Brand New,$70.00,"Sold  Oct 29, 2023Sold Item",,Yes,No
OO9212-01 Oakley M2 Polished Black / Black Iridium M Frame,Pre-Owned,$68.00,"Sold  Oct 29, 2023Sold Item",,Yes,No
Oakley SI M Frame Ballistic 3.0 Array Clear & Prizm with Helo Kit &Case USA Made,Pre-Owned,$102.50,"Sold  Oct 29, 2023Sold Item",2 bids,No,No
Oakley M frame Gen 2 Carbon Fiber w/ Blue Iridium Strike Lenses new,New (Other),$750.00,"Sold  Oct 29, 2023Sold Item",,No,Yes
Oakley M2 Frame Sunglasses White And Black Frame * Read,Pre-Owned,$50.00,"Sold  Oct 29, 2023Sold Item",,Yes,No
Oakley M Frame Black Sport Wrap Designer Sunglassses Polarized USA AS IS,Pre-Owned,$51.00,"Sold  Oct 29, 2023Sold Item",12 bids,No,No
Vtg 80s Oakley Case 90s Vault Sunglasses High Definition Optics Heater M-Frame,Pre-Owned,$21.20,"Sold  Oct 29, 2023Sold Item",,Yes,No
OAKLEY M FRAME MUMBO GEN 1 CRYSTAL BLACK,Pre-Owned,$265.00,"Sold  Oct 28, 2023Sold Item",,Yes,No
Oakley Mumbo M Frame Cobalt Blue/Positive Red Iridium Heater Vintage w/Box,Pre-Owned,$250.00,"Sold  Oct 28, 2023Sold Item",,Yes,No
OAKLEY M FRAME SUNGLASSES BLACK FRAME (needs New Lense),Pre-Owned,$29.99,"Sold  Oct 28, 2023Sold Item",,Yes,No
NEW Oakley SI Ballistic M-Frame 2.0 Black Frame w/ Clear & Gray Lens,New (Other),$95.99,"Sold  Oct 28, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 3.0 Multicam w/ Grey Hybrid Lenses,Pre-Owned,$100.00,"Sold  Oct 28, 2023Sold Item",,No,Yes
Oakley M2  Sunglasses - Polished Gray Carbon Fiber Frame Polarized Lens,Pre-Owned,$99.99,"Sold  Oct 27, 2023Sold Item",,No,Yes
New WL Polarized Transition Vented Replacement Lenses for Oakley M Frame Hybrid,Brand New,$39.99,"Sold  Oct 27, 2023Sold Item",,Yes,No
[OO9146-02] Mens Oakley SI Ballistic M Frame 3.0 Sunglasses,Brand New,$119.99,"Sold  Oct 27, 2023Sold Item",,Yes,No
Vintage Oakley M Frame 2.0 Matte Black Bronze Heater Sunglasses,Pre-Owned,$63.00,"Sold  Oct 27, 2023Sold Item",15 bids,No,No
Oakley SI Ballistic 2.0 Strike Array Shield M Frame Glasses With Inserts,Pre-Owned,$54.99,"Sold  Oct 27, 2023Sold Item",,No,Yes
[11-162] Mens Oakley M-FRAME Sunglasses,Brand New,$107.99,"Sold  Oct 27, 2023Sold Item",,Yes,No
Vintage Oakley M Frame 2.0 Black Frame Black Iridium Lens Sunglasses W/case.,Pre-Owned,$58.00,"Sold  Oct 26, 2023Sold Item",19 bids,No,No
OAKLEY M2 FRAME SUNGLASSES CARBON FIBER with Extra Lenses,Pre-Owned,$76.00,"Sold  Oct 26, 2023Sold Item",3 bids,No,No
Oakley Pro M Frame Strike Sunglasses 42-377 Matte White/Slate Iridium,Brand New,$349.99,"Sold  Oct 26, 2023Sold Item",,Yes,No
Oakley Sunglasses:  M2 frame Asian Fit - Polished Black - G30 Iridium,New (Other),$80.00,"Sold  Oct 26, 2023Sold Item",,Yes,No
oakley m frame sunglasses black frame black lens,New (Other),$49.99,"Sold  Oct 26, 2023Sold Item",,Yes,No
"Oakley ""New"" M frame black rain",Pre-Owned,$175.00,"Sold  Oct 26, 2023Sold Item",1 bid,No,Yes
Oakley Ballistic M Frame 2.0 Men's Sunglasses - Clear W/ Helo kit Gasket,Pre-Owned,$50.00,"Sold  Oct 26, 2023Sold Item",1 bid,No,No
NEW OAKLEY M2 FRAME XL Polished Black PRIZM Sapphire Lens Sunglass 9343-21,Brand New,$118.88,"Sold  Oct 26, 2023Sold Item",,Yes,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Black/Clear,Brand New,$65.00,"Sold  Oct 26, 2023Sold Item",1 bid,No,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Black/Clear,Brand New,$73.00,"Sold  Oct 25, 2023Sold Item",5 bids,No,No
Oakley M Frame FMJ 5.56/Orange FRAME ONLY - NEAR MINT,Pre-Owned,$89.99,"Sold  Oct 25, 2023Sold Item",,Yes,No
Oakley M Frame Carbon Fiber VR28 Strike Mumbo Gen 2 Straight Stems RARE,Pre-Owned,$49.00,"Sold  Oct 25, 2023Sold Item",,Yes,No
AUTHENTIC OAKLEY M FRAME SUNGLASSES **FRAMES ONLY** USA NICE,Pre-Owned,$94.00,"Sold  Oct 25, 2023Sold Item",28 bids,No,No
Oakley SI Ballistic 2.0 Strike Array Shield M Frame Glasses - NO Lenses,Pre-Owned,$39.99,"Sold  Oct 25, 2023Sold Item",,No,Yes
Oakley 09-610 New M Frame Smoke Black Iridium Heater Lens RARE,Pre-Owned,$245.00,"Sold  Oct 25, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike Safety Shooting Glasses Kit - 11-138,Brand New,$85.00,"Sold  Oct 25, 2023Sold Item",,Yes,No
Walleva Clear Vented Replacement Lenses For Oakley M Frame Strike Sunglasses,Brand New,$9.99,"Sold  Oct 25, 2023Sold Item",,Yes,No
Oakley M Frame Clear Strike Lens - MINT,Pre-Owned,$39.99,"Sold  Oct 25, 2023Sold Item",,Yes,No
Oakley SI M Frame 3.0 Matte Black Ballistic Sunglasses Clear Lens,Pre-Owned,$73.99,"Sold  Oct 25, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 (OO9213) - FRAME ONLY (No Lenses) BNIB Authentic,Brand New,$53.19,"Sold  Oct 25, 2023Sold Item",,Yes,No
Oakley M Frame 3.0 Hybrid Clear Vented Replacement Lens / SKU# OKT-100-742-002,New (Other),$65.00,"Sold  Oct 25, 2023Sold Item",,Yes,No
Early Vintage Gen 1 Oakley M Frame Mumbo Sweep Lens Pat# 4.674.851 4.867.550,Pre-Owned,$55.00,"Sold  Oct 25, 2023Sold Item",1 bid,No,Yes
Oakley - M - Frame Custom - Frame Blue - Lens Blue Iridium - NEW in BOX,Brand New,$375.00,"Sold  Oct 25, 2023Sold Item",,No,Yes
Oakley KATO Sunglasses Cavendish White Frame W/ PRIZM 24K Lens 0OO9455M 945524,Brand New,$244.99,"Sold  Oct 25, 2023Sold Item",,Yes,No
Oakley M2 Frame XL Sunglasses OO9343-05 Polished White Frame Fire Iridium Lenses,Pre-Owned,$45.00,"Sold  Oct 24, 2023Sold Item",1 bid,No,No
OAKLEY MFRAME/PRO M FRAME STRIKE CLEAR REPLACEMENT LENS NOT M2,New (Other),$50.00,"Sold  Oct 24, 2023Sold Item",,Yes,No
Oakley OEM VR28 New Hybrid M Frame Lens 07-25-01,Pre-Owned,$85.99,"Sold  Oct 24, 2023Sold Item",,No,Yes
Oakley M frame Sunglasses,Pre-Owned,$50.00,"Sold  Oct 24, 2023Sold Item",,No,Yes
"Oakley Ballistic M Frame® With 3 Extra Shields, No Box Light Scuffing",Pre-Owned,$200.00,"Sold  Oct 24, 2023Sold Item",,No,Yes
Oakley M Frame VR28 Iridium Hybrid Lens - VERY NICE,Pre-Owned,$59.99,"Sold  Oct 24, 2023Sold Item",,Yes,No
Oakley KATO Sunglasses OO9455M-2449 Cavendish White Frame W/ PRIZM 24K Lens NEW,Brand New,$269.99,"Sold  Oct 24, 2023Sold Item",,Yes,No
Shop on eBay,Brand New,$20.00,,,Yes,No
Oakley OO9146 SI Ballistic M Frame Men's Rectangle Sunglasses - Black and Clear,New (Other),$60.00,"Sold  Oct 24, 2023Sold Item",,Yes,No
Oakley M2 Frame XL Sunglasses,Pre-Owned,$60.00,"Sold  Oct 24, 2023Sold Item",,Yes,No
RARE OAKLEY M2 FRAME SUNGLASSES Black Silver Frames Ruby Iridium Polarized Lens,Pre-Owned,$254.99,"Sold  Oct 24, 2023Sold Item",,Yes,No
Vintage Oakley M Frame Clear Black Mirrored Lens Sunglasses,Pre-Owned,$69.99,"Sold  Oct 24, 2023Sold Item",,No,Yes
Oakley David Duvall Signature Series Pro M Frame Black Chrome Vintage Glasses,Pre-Owned,$225.00,"Sold  Oct 24, 2023Sold Item",,No,Yes
Oakley  M Frame Sunglasses Genuine Oakley Collection-Brand New M Frame,New (Other),$140.00,"Sold  Oct 23, 2023Sold Item",,Yes,No
Standard Issue Ballistic M Frame® 2.0 Strike,New (Other),$89.99,"Sold  Oct 23, 2023Sold Item",,Yes,No
NEW OAKLEY M-FRAME BLACK FRAME W/VR50 STRIKE LENS SUNGLASSES radar cycling,New (Other),$174.99,"Sold  Oct 23, 2023Sold Item",,No,Yes
Oakley SI Ballistic M Frame 3.0 9146-01 Matte Black Grey Z87.1 Shooting Glasses,Brand New,$114.00,"Sold  Oct 23, 2023Sold Item",,No,Yes
Oakley SI Ballistic M Frame Glasses And Case Complete,New (Other),$50.00,"Sold  Oct 23, 2023Sold Item",,Yes,No
Oakley M Frame Clear Sweep Lens - MINT,Pre-Owned,$39.99,"Sold  Oct 23, 2023Sold Item",,Yes,No
Oakley SI M Frame 2.0 Shooting Glasses Sunglasses & Clear Lens Case Bag Papers,Pre-Owned,$75.00,"Sold  Oct 23, 2023Sold Item",7 bids,No,No
New Oakley OO9213-03 Si M Frame 2.0 Men's Sunglasses Matte Black Grey Lenses,Brand New,$96.99,"Sold  Oct 23, 2023Sold Item",,Yes,No
Oakley Sunglasses Frame:  M2 frame - Polished White,New (Other),$69.99,"Sold  Oct 23, 2023Sold Item",,Yes,No
New Walleva Ice Blue Replacement Lenses For Oakley M Frame Strike,Brand New,$16.99,"Sold  Oct 22, 2023Sold Item",,Yes,No
Oakley M Frame Black Iridium Hybrid S Lens - MINT,Pre-Owned,$79.99,"Sold  Oct 22, 2023Sold Item",,Yes,No
GalaxPy Nose ads Rubber Kits For Oakley M Frame Sweep/Strike/Hybrid/Heater Black,New (Other),$5.95,"Sold  Oct 22, 2023Sold Item",,Yes,No
New WL Polarized Fire Red Vented Replacement Lenses for Oakley M Frame Sweep,Brand New,$17.99,"Sold  Oct 22, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike Safety Shooting Sunglasses 90s Y2K Vtg,Pre-Owned,$99.99,"Sold  Oct 22, 2023Sold Item",,No,Yes
Made in USA! Custom Oakley SI M Frame 2.0 Z87+ Sunglasses 70/18 134 /KAD302,Pre-Owned,$59.95,"Sold  Oct 22, 2023Sold Item",,No,Yes
Oakley M Frame Frames,New (Other),$109.50,"Sold  Oct 22, 2023Sold Item",17 bids,No,No
Oakley SI Ballistic M-frame 3.0 Sunglasses MIR Z87 Military Black Shades Mens *,Pre-Owned,$45.00,"Sold  Oct 22, 2023Sold Item",1 bid,No,No
Oakley Sunglasses:  M2 frame Asian Fit - Polished Navy - Black Iridium Polarized,New (Other),$85.00,"Sold  Oct 22, 2023Sold Item",,Yes,No
Galaxy Replacement Clip Rubber Kits For Oakley Industrial M Frame 2.0 Black,New (Other),$7.97,"Sold  Oct 22, 2023Sold Item",,Yes,No
Oakley M Frames Gloss Black/Silver Strike Lense Black + Heater Brown Hard Case,Pre-Owned,$69.00,"Sold  Oct 22, 2023Sold Item",2 bids,No,No
Oakley M Frame Clear Shield Men's Sunglasses OO9060 11-161 29 OO9060 11-161 29,Brand New,$98.99,"Sold  Oct 22, 2023Sold Item",,Yes,No
"Oakley Ballistic M Frame® With 3 Extra Shields, No Box Light Scuffing",Pre-Owned,$200.00,"Sold  Oct 22, 2023Sold Item",,No,Yes
Oakley SI Ballistic M Frame 3.0 Safety Shooting Glasses Kit W/ Hardcover Case,Brand New,$199.00,"Sold  Oct 22, 2023Sold Item",,Yes,No
Oakley M Frame HI VIS Yellow Vented Hybrid S Lens - NEAR MINT,Pre-Owned,$49.99,"Sold  Oct 22, 2023Sold Item",,No,Yes
New In Box OAKLEY MFRAME/PRO M FRAME STRIKE CLEAR REPLACEMENT LENS NOT M2,Brand New,$25.00,"Sold  Oct 22, 2023Sold Item",,Yes,No
Oakley M Frame Gray Wrap Sunglasses Made in USA Black Lenses,Pre-Owned,$71.99,"Sold  Oct 21, 2023Sold Item",,No,Yes
Men’s Oakley M Frame Sunglasses Black with 5 Lenses and Case,Pre-Owned,$45.00,"Sold  Oct 21, 2023Sold Item",,Yes,No
New/Unworn! Vintage Oakley M-Frame FMJ Full Metal Jacket Red Gen 3 Sunglasses,Pre-Owned,$539.95,"Sold  Oct 21, 2023Sold Item",,Yes,No
Oakley M-Frame Green Sunglasses,Pre-Owned,$50.00,"Sold  Oct 21, 2023Sold Item",24 bids,No,No
Oakley Minute Made In USA,Pre-Owned,$60.00,"Sold  Oct 21, 2023Sold Item",,Yes,No
Oakley Sport Sunglasses,Pre-Owned,$35.00,"Sold  Oct 21, 2023Sold Item",11 bids,No,No
Oakley Mumbo M Frame Gen 1 Persimmon Heater - LENS ONLY,Pre-Owned,$29.99,"Sold  Oct 21, 2023Sold Item",,Yes,No
OAKLEY M2 SKY BLUE FINGERPRINT FRAME W Black IRIDIUM LENS SUNGLASSES,Pre-Owned,$90.00,"Sold  Oct 21, 2023Sold Item",,Yes,No
OAKLEY MFRAME/PRO M FRAME SWEEP NON VENTED +RED IRIDIUM REPLACEMENT LENS NOT M2,New (Other),$170.00,"Sold  Oct 9, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike Array Matte Frame Clear and Grey Lenses,New (Other),$72.99,"Sold  Oct 20, 2023Sold Item",,Yes,No
Oakley Sunglasses 0OO9343 M2 Frame XL Polished White Fire Iridium,Brand New,$90.00,"Sold  Oct 20, 2023Sold Item",,Yes,No
Oakley M Frame Blue Sunglasses (Needs new lenses) Worn Cushion Pads,Pre-Owned,$54.95,"Sold  Oct 20, 2023Sold Item",,No,Yes
Oakley SI Ballistic 2.0 Strike Array Shield M Frame Glasses With Inserts,Pre-Owned,$54.99,"Sold  Oct 20, 2023Sold Item",,No,Yes
Oakley M Frame Jet Black Sunglasses - Slate Iridium Vented Sweep - VERY NICE,Pre-Owned,$129.99,"Sold  Oct 20, 2023Sold Item",,Yes,No
Oakley M Frame Rootbeer Brown Gold Iridium Polarized Strike 09-232 RARE,Pre-Owned,$349.99,"Sold  Oct 20, 2023Sold Item",,Yes,No
Oakley M Frame Black Iridium Sweep Replacemen Lens OEM 2006 Excellent Condition,Pre-Owned,$39.99,"Sold  Oct 19, 2023Sold Item",,Yes,No
Galaxy Nose Pads Rubber Kits For Oakley M Frame Hybrid/Heater/Sweep/Strike Black,New (Other),$5.95,"Sold  Oct 19, 2023Sold Item",,Yes,No
Oakley M Frame Sunglasses Brown Frames Purple Lenses Sport Changeable Lenses,Pre-Owned,$72.88,"Sold  Oct 19, 2023Sold Item",,Yes,No
Galaxy Lenses+Nose Pads+Earsocks For Oakley M Frame 2.0 Strike Industrial Black,New (Other),$14.38,"Sold  Oct 19, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike Shield Glasses,Brand New,$78.00,"Sold  Oct 19, 2023Sold Item",7 bids,No,No
Vintage Oakley M Frame 2.0 Matte Black Bronze Persimmon & Rose Lenses,Pre-Owned,$102.50,"Sold  Oct 19, 2023Sold Item",17 bids,No,No
